Date,close,atr,atr_sma,adx,plus_di,minus_di,direction,volatility,regime,action,activation
2021-11-11,1.3412736654281616,0.011867321849469804,0.009817522571697011,19.020218575200865,12.38539278516753,26.518295562162432,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-12,1.3366482257843018,0.011511300658034287,0.00987684989832585,20.376352690324786,11.856415882970285,26.39384794529904,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-15,1.341705560684204,0.011282309926195586,0.009938003565027376,21.196012435235737,12.924530130081779,25.006009886956186,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-16,1.3408420085906982,0.010922997159359526,0.009990988379929944,21.568872180355548,13.960366233219546,23.983685474387908,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-17,1.3424620628356934,0.010767839956409146,0.010036838613861255,21.64330064572785,14.259209489772063,22.591468681523526,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-18,1.34916353225708,0.010636393080555494,0.010077873647062186,21.32743430109949,14.997097361570274,21.237040500657436,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-19,1.3499648571014404,0.010601238839345335,0.01011315064331085,21.637929559713065,13.972055027117664,23.624813338284252,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-22,1.3434540033340454,0.010611076697190821,0.010153467426060549,22.08682742853156,12.962022452013532,23.004880956762563,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-23,1.3397642374038696,0.0104985247111209,0.010192100959282961,22.958436677259137,12.165200324107673,24.861374830783372,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-24,1.337595820426941,0.010268893488294602,0.010229973413007885,23.94115054939118,11.548862401996042,24.94990833387662,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2021-11-25,1.333066701889038,0.010031226591312272,0.010262801464607786,25.01697800671531,10.978022897427081,25.01710865076766,Bear,Quiet,Bear Quiet,proceed,half
2021-11-26,1.331416130065918,0.009799679340958878,0.010287947655485933,26.244434056886913,10.434739807758218,25.672477583003005,Bear,Quiet,Bear Quiet,proceed,half
2021-11-29,1.334098219871521,0.00961981237548616,0.01030032856194528,27.071184436576118,10.956644877947511,24.284455120620734,Bear,Quiet,Bear Quiet,proceed,half
2021-11-30,1.3315047025680542,0.010097962240402433,0.01032263484602072,28.550411567098813,9.692275751555973,27.428916745979794,Bear,Quiet,Bear Quiet,proceed,half
2021-12-01,1.3295927047729492,0.009904674196549747,0.010345312904079524,29.923979616869886,9.175603241659077,25.96674546421211,Bear,Quiet,Bear Quiet,proceed,half
2021-12-02,1.3280000686645508,0.009626946957055332,0.010355446931852967,31.238245414898266,8.76600185708666,25.160583409166385,Bear,Quiet,Bear Quiet,proceed,half
2021-12-03,1.3299994468688965,0.00963002354224997,0.010361445160333806,32.92245695041721,8.13725835763165,27.882021556350605,Bear,Quiet,Bear Quiet,proceed,half
2021-12-06,1.3237318992614746,0.009486125220973014,0.010367982071859384,34.486367661970505,7.670645589243245,26.283189776052982,Bear,Quiet,Bear Quiet,proceed,half
2021-12-07,1.326435923576355,0.009374107777472291,0.010357877063530948,36.037755436776614,7.207856714501906,25.709087264284285,Bear,Quiet,Bear Quiet,proceed,half
2021-12-08,1.3246086835861206,0.009344878379230512,0.010321650293690636,37.73498307717745,6.713944551659207,26.687885911915867,Bear,Quiet,Bear Quiet,proceed,half
2021-12-09,1.3210039138793945,0.009176065069467013,0.01028015202240538,39.310980171835375,6.349071761831844,25.237518946214816,Bear,Quiet,Bear Quiet,proceed,half
2021-12-10,1.3224014043807983,0.009093313277221323,0.010232061585807438,39.343064768337385,10.192874562881967,23.648102863925875,Bear,Quiet,Bear Quiet,proceed,half
2021-12-13,1.3257148265838623,0.008774630738577375,0.010169744983550142,39.3728576079464,9.8085610717883,22.756471664767098,Bear,Quiet,Bear Quiet,proceed,half
2021-12-14,1.3213530778884888,0.008621268518812222,0.010110047660985944,39.7375414400539,9.269969269446088,24.122348272698993,Bear,Quiet,Bear Quiet,proceed,half
2021-12-15,1.323050618171692,0.00853930836806751,0.01005289458344037,39.37478731642169,10.973215988375198,22.614311758482632,Bear,Quiet,Bear Quiet,proceed,half
2021-12-16,1.3263126611709595,0.00894913363781056,0.010010859413108308,37.16071738935379,16.939504671896785,20.03735511397236,Bear,Quiet,Bear Quiet,proceed,half
2021-12-17,1.3323739767074585,0.00890113679301473,0.009973820615460052,35.10479531421932,15.814357116875822,18.706443640924647,Bear,Quiet,Bear Quiet,proceed,half
2021-12-20,1.3229438066482544,0.009334793389207213,0.009952041151441597,34.32900679877301,14.002565850630585,22.964857900576693,Bear,Quiet,Bear Quiet,proceed,half
2021-12-21,1.3210004568099976,0.00910689143231647,0.009931024281050976,33.271071912299966,14.719050995189045,21.85816147348528,Bear,Quiet,Bear Quiet,proceed,half
2021-12-22,1.3269639015197754,0.00954475445590188,0.009923190444868293,31.117344377607587,20.612631426019497,19.365751080448387,Bull,Quiet,Bull Quiet,proceed,half
2021-12-23,1.3352025747299194,0.01006019666048956,0.009917640445636804,30.024977850705955,23.4757850438505,17.06113627095422,Bull,Volatile,Bull Volatile,proceed,active
2021-12-24,1.3406623601913452,0.009867869108411484,0.009908031512874383,29.010637504297296,22.223810807265142,16.151258155346667,Bull,Quiet,Bull Quiet,proceed,half
2021-12-27,1.3404303789138794,0.009509009247976158,0.009892429125061646,28.24648301834915,22.541592000052294,15.563590157645145,Bull,Quiet,Bull Quiet,proceed,half
2021-12-28,1.344266653060913,0.0092460135361587,0.00987285793911582,27.795876843529268,23.216952324793045,14.862978423124854,Bull,Quiet,Bull Quiet,proceed,half
2021-12-29,1.3433277606964111,0.00922948446042094,0.009855111634578844,27.791458537468856,24.43829680332091,13.826053909876109,Bull,Quiet,Bull Quiet,proceed,half
2021-12-30,1.349879264831543,0.009200776077571225,0.00984455983880056,28.026141273895103,24.492269331355395,12.87853742092603,Bull,Quiet,Bull Quiet,proceed,half
2021-12-31,1.349837303161621,0.009122253737592644,0.009834915522704244,28.523813271759714,25.047289477721435,12.061579231921396,Bull,Quiet,Bull Quiet,proceed,half
2022-01-03,1.3522284030914307,0.009178256467883878,0.009833206989339873,28.280578006192357,23.11628343033883,13.834734712736179,Bull,Quiet,Bull Quiet,proceed,half
2022-01-04,1.3483266830444336,0.009208290434079952,0.009835139892898465,28.341180066971628,23.330423634746033,12.804638815729023,Bull,Quiet,Bull Quiet,proceed,half
2022-01-05,1.353143334388733,0.009193715065048468,0.0098398650665533,28.584111916815726,22.984946332803666,11.908871749406208,Bull,Quiet,Bull Quiet,proceed,half
2022-01-06,1.3555645942687988,0.00901126123051149,0.009840574780623607,28.147637264107157,21.77530620161614,13.783916174161982,Bull,Quiet,Bull Quiet,proceed,half
2022-01-07,1.353363037109375,0.008753522759068532,0.009831414191053482,28.067267879470407,22.934116233625797,13.176214446677276,Bull,Quiet,Bull Quiet,proceed,half
2022-01-10,1.3592311143875122,0.008616101091110337,0.00981004473607031,28.21694631129157,23.167426215712617,12.43019811422466,Bull,Quiet,Bull Quiet,proceed,half
2022-01-11,1.3580313920974731,0.008438861617378335,0.009788616016878781,28.619442919205774,23.846653547666325,11.784747661459827,Bull,Quiet,Bull Quiet,proceed,half
2022-01-12,1.3633265495300293,0.008686558919017885,0.009778128131504802,29.75564025498413,27.696853149734544,10.63094080416979,Bull,Quiet,Bull Quiet,proceed,half
2022-01-13,1.3709993362426758,0.008896229857436948,0.009753351128923563,31.221794602743447,29.135320169304368,9.638929209486424,Bull,Quiet,Bull Quiet,proceed,half
2022-01-14,1.3713659048080444,0.00879098521279563,0.009702519782863888,31.747137374515976,27.378115892805027,12.135217808919018,Bull,Quiet,Bull Quiet,proceed,half
2022-01-17,1.367353081703186,0.008698784244837153,0.009647766316950097,31.636832031265524,25.691997110639882,13.772568573578782,Bull,Quiet,Bull Quiet,proceed,half
2022-01-18,1.364800214767456,0.0087722538572098,0.009594509995072872,30.39354799266387,23.657047901824406,17.762667988723116,Bull,Quiet,Bull Quiet,proceed,half
2022-01-19,1.3600261211395264,0.008565621593169424,0.009539413476924618,29.239069956819478,22.497184628826112,16.89179575157498,Bull,Quiet,Bull Quiet,proceed,half
2022-01-20,1.3608589172363281,0.008391749379282672,0.009469902027520877,28.348991355135777,22.46570902493181,16.010228028478988,Bull,Quiet,Bull Quiet,proceed,half
2022-01-21,1.359767198562622,0.008228218961627088,0.009404240393592733,26.57186234580043,21.275614429321294,19.848927883776362,Bull,Quiet,Bull Quiet,proceed,half
2022-01-24,1.3555830717086792,0.00874508231277412,0.009353495841324303,25.845158238784443,18.588286875197948,25.88023768885754,Bear,Quiet,Bear Quiet,proceed,half
2022-01-25,1.3489269018173218,0.008968743910489263,0.009314410776346897,25.239960747189592,16.83011025522559,23.90714679212155,Bear,Quiet,Bear Quiet,proceed,half
2022-01-26,1.3510775566101074,0.00857961688660945,0.009270646314950903,24.27603204447227,18.328139188301076,23.20634759400846,Sideways,Quiet,Sideways Quiet,proceed,active
2022-01-27,1.3468012809753418,0.00903955150566197,0.009238709483453034,24.791990060178172,16.15305614728293,31.008768961465712,Sideways,Quiet,Sideways Quiet,proceed,active
2022-01-28,1.3388315439224243,0.009125465180179943,0.009209194010269726,25.271093931905074,14.858052570033855,28.522770871380278,Bear,Quiet,Bear Quiet,proceed,half
2022-01-31,1.3403388261795044,0.008944548477311865,0.009175863445872146,25.32706195536654,15.850963020426803,27.021137033996883,Bear,Quiet,Bear Quiet,proceed,half
2022-02-01,1.3445378541946411,0.009096171531261374,0.009147816382274956,24.414362095714925,19.170768709068305,24.672815847119633,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-02,1.352539300918579,0.00944321346789299,0.009131302781866923,22.740818685373533,22.507466492889638,22.068502696822307,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-03,1.3565024137496948,0.009483485635282087,0.009120347962746321,21.67459765071013,23.86424939286924,20.405159849651355,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-04,1.359841227531433,0.009581243694545211,0.009115979249818046,20.26948176813644,21.933563681283452,21.07216947094887,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-07,1.3533447980880737,0.009658267392244933,0.009116748350153222,18.89273784122846,20.20445676531601,20.61059377918756,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-08,1.353780746459961,0.009374230661268104,0.009102273718570536,17.695374432613523,20.57643406311816,19.71829726870672,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-09,1.3547565937042236,0.00906493580466054,0.009085478950732752,16.87767286473588,21.458133803304452,18.934577938217963,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-10,1.3533265590667725,0.00925970511041372,0.009078134113799919,16.81269050594473,23.753700431677178,17.21228475476058,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-11,1.3551788330078125,0.009265690810077075,0.009070847459156461,16.58685900239812,22.042758565902997,16.747483444805713,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-14,1.3569625616073608,0.009149434095742084,0.009064113636651843,16.0516653535044,20.728354682633093,17.272500685402047,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-15,1.3532898426055908,0.009063381881911352,0.009057899118740624,15.458586722951148,19.4305056181665,16.63587856743693,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-16,1.3541145324707031,0.00882322490982955,0.009047466049352604,15.246839716015678,20.39936505076351,15.868065614191416,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-17,1.3584926128387451,0.008873568908122104,0.009041416126125707,15.678833618951064,22.57910215525836,14.651035743008684,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-18,1.3618782758712769,0.008713233340688402,0.009033814527395047,16.135422894035706,21.702850920317037,13.854875452491811,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-21,1.359342098236084,0.0084561763984676,0.009027445440592852,16.559398649471447,20.765261973781698,13.256328370932147,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-22,1.3596007823944092,0.008319285399681794,0.009021405778210242,15.97790447493539,19.599308174321564,16.555613269122443,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-23,1.3589357137680054,0.008227245405356378,0.009015164518956021,15.665362690757629,19.625670923692187,15.545051355636499,Sideways,Quiet,Sideways Quiet,proceed,active
2022-02-24,1.3545730113983154,0.009877986364103766,0.009033741573481885,17.071731455450156,15.178395277645116,31.780484274961026,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-25,1.337327480316162,0.01043489337556322,0.009064416705132855,18.377645308378927,13.342019828565386,27.935486169768875,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-02-28,1.337327480316162,0.010321889525159396,0.009084158627851899,19.79817457742175,12.52465315042307,28.05091767298833,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-01,1.3422818183898926,0.010479004941636222,0.009111600898038294,21.351525753687586,11.455661851177833,27.739204947861374,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-02,1.3335111141204834,0.010793187285413392,0.009136569554628524,23.071273084570432,10.327752800110805,27.522245741890103,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-03,1.33969247341156,0.010719296112255725,0.009149751543663848,23.823531349443773,12.788392754839574,25.732538419203077,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-04,1.3350956439971924,0.01132216326322968,0.009178837426760213,25.359062387136465,11.242635680724037,29.879655014692833,Bear,Volatile,Bear Volatile,proceed,active
2022-03-07,1.3212482929229736,0.012277930645040527,0.0092342158547015,27.345346426951618,9.626927282085942,31.484832748151813,Bear,Volatile,Bear Volatile,proceed,active
2022-03-08,1.3112295866012573,0.012320839626632569,0.009295712376510976,29.289803517596997,8.90815734032813,30.30696626202969,Bear,Volatile,Bear Volatile,proceed,active
2022-03-09,1.3099292516708374,0.012034058742548148,0.009351803862153521,30.442126011054953,10.813591979101522,28.81283284233912,Bear,Volatile,Bear Volatile,proceed,active
2022-03-10,1.3185653686523438,0.01185597708159448,0.009404907882233984,31.309247429097994,10.936069423103193,27.156641073524323,Bear,Volatile,Bear Volatile,proceed,active
2022-03-11,1.3103240728378296,0.011960616065163625,0.009461675128785405,32.46525056973921,10.066079973140283,28.275991892210833,Bear,Volatile,Bear Volatile,proceed,active
2022-03-14,1.3050298690795898,0.011768723853307803,0.009513484476493883,33.785209693666836,9.499480823849733,29.230183952825847,Bear,Volatile,Bear Volatile,proceed,active
2022-03-15,1.3011853694915771,0.01155165896972105,0.009560351847206706,34.83321853041864,9.600571941110482,27.652339388224476,Bear,Volatile,Bear Volatile,proceed,active
2022-03-16,1.304648518562317,0.011459081556173383,0.009605659177029205,35.339808996172444,10.591731133299353,25.884617029386753,Bear,Volatile,Bear Volatile,proceed,active
2022-03-17,1.3141123056411743,0.011816302893774768,0.009661760010294469,34.278992301542026,15.38192663385226,23.309086627027856,Bear,Volatile,Bear Volatile,proceed,active
2022-03-18,1.3160406351089478,0.011469809743394583,0.00971608574998099,33.29394822795664,14.714701385654195,22.29800319904157,Bear,Volatile,Bear Volatile,proceed,active
2022-03-21,1.3160839080810547,0.01123274727408316,0.009768418673640446,31.9607626634373,15.74578335660009,21.142265209236594,Bear,Volatile,Bear Volatile,proceed,active
2022-03-22,1.3168290853500366,0.01151260714351772,0.009829893584163234,29.87043099985604,18.149107106498064,19.154866773281444,Bear,Volatile,Bear Volatile,proceed,active
2022-03-23,1.3266470432281494,0.011623439865492144,0.00988863120309272,27.876365387323606,18.319078198786958,17.61706124980825,Bull,Volatile,Bull Volatile,proceed,active
2022-03-24,1.3206027746200562,0.011568735738834502,0.00994208132072067,25.98405190037901,17.091009105076544,17.57071930506433,Bear,Volatile,Bear Volatile,proceed,active
2022-03-25,1.3195745944976807,0.01119871360227678,0.009990235888510293,24.17666168313504,17.085757227785756,16.85476183636082,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-28,1.317627191543579,0.011306635317453158,0.010042392909962615,23.540845085147566,15.713911436565532,21.380107960204036,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-29,1.3103584051132202,0.011384717985578191,0.01009464219252998,23.1269062575955,14.4914127193384,20.74422355378835,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-30,1.3093804121017456,0.011207505403504596,0.010147479868736684,22.41199556694797,15.02873852942749,19.5670709960491,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-03-31,1.3138878345489502,0.010957597011689326,0.010198796821384819,21.748149925632404,14.273532817052734,18.583810573910288,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-04-01,1.314699649810791,0.01058540869942249,0.010245940616140727,21.397406476836238,13.720011903622671,19.27575366262842,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-04-04,1.3103755712509155,0.010199452922090345,0.010275028028327051,21.071716131525513,13.222103662338219,18.576223904709078,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-05,1.3114582300186157,0.009945271363533528,0.010294558577387935,20.20433845624848,14.790218322113803,17.690210218562175,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-06,1.3077365159988403,0.009720093675937035,0.01031736811317449,20.138156803574137,14.051933590671718,20.763601109276134,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-07,1.307206630706787,0.009394907290759194,0.010324475228876431,20.076702411805105,13.499862865128875,19.947843174233665,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-08,1.3069332838058472,0.009394658701426402,0.010329859099301363,20.864960915498106,12.53591864671308,23.85932332699414,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-11,1.303220272064209,0.009291124504129517,0.010336790619837713,21.59691524035589,11.770209937227428,22.401967692454836,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-12,1.3024225234985352,0.009032230866605723,0.010335511806544602,22.276587113438122,11.242755753264237,21.39807637263893,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-13,1.3002548217773438,0.009081201667197466,0.010328271570530692,23.181659878449874,10.383405195567565,21.53980171181148,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-14,1.312026023864746,0.009468021839140637,0.010327962294607862,22.405151690948585,14.978486101726906,19.18408485966479,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-15,1.3070015907287598,0.009273697722570116,0.010321811375168362,21.684108373983104,14.200039502061237,18.187069171611906,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-18,1.3057557344436646,0.009054544940733355,0.01030973692613813,21.65958914649537,13.50489389649207,20.83285839396987,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-19,1.3009822368621826,0.008938170889790906,0.010301015730708584,21.95985436580541,12.703531474917481,21.567030486374414,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-20,1.301371693611145,0.008791059713781498,0.010295538208891002,21.669374919812682,14.180906132908294,20.36165583910927,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-21,1.3068820238113403,0.008696009431273318,0.010284264295308196,20.963755914155755,15.081976485564835,19.113914417386404,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-22,1.302626132965088,0.009703860842179508,0.010293027695950245,22.33636416881295,12.550152935581027,29.409759775323437,Sideways,Quiet,Sideways Quiet,proceed,active
2022-04-25,1.2830876111984253,0.01134790268106732,0.010336997067656749,24.51324227237224,9.965366878483893,32.27209077677517,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-04-26,1.2739989757537842,0.01209327488096353,0.010397594927637793,26.943458458113085,8.683209648141691,33.200187779321595,Bear,Volatile,Bear Volatile,proceed,active
2022-04-27,1.2583998441696167,0.012915770082511616,0.010479445831091434,29.621182969141483,7.549517958562265,34.90118716634261,Bear,Volatile,Bear Volatile,proceed,active
2022-04-28,1.2541857957839966,0.013207259511301592,0.010566119643155023,32.39212318435099,6.855547324132471,36.553699926165685,Bear,Volatile,Bear Volatile,proceed,active
2022-04-29,1.2463854551315308,0.013094236138288874,0.010653739699107032,34.70054509365162,7.335174432365722,34.235699187569914,Bear,Volatile,Bear Volatile,proceed,active
2022-05-02,1.2573871612548828,0.013105421256218715,0.010746724596262055,36.63440991760546,7.505241416518432,31.763159959545526,Bear,Volatile,Bear Volatile,proceed,active
2022-05-03,1.2498282194137573,0.012741260364334267,0.010835164095555105,38.47633889234835,7.168339700798897,30.982856297594324,Bear,Volatile,Bear Volatile,proceed,active
2022-05-04,1.2500405311584473,0.012332487975617694,0.010917268946960332,40.29423083383783,6.876945528809797,31.250808589886503,Bear,Volatile,Bear Volatile,proceed,active
2022-05-05,1.261813759803772,0.013623861711350637,0.010992186453905269,42.46204295986933,5.780446353813579,33.60072076216911,Bear,Volatile,Bear Volatile,proceed,active
2022-05-06,1.2364147901535034,0.015082444969717822,0.011085137485788361,44.614937713745036,4.848475092640092,30.545173192300414,Bear,Volatile,Bear Volatile,proceed,active
2022-05-09,1.2326656579971313,0.015025354631653436,0.011179206787918242,46.189909103116634,5.694665454574779,28.47114458833704,Bear,Volatile,Bear Volatile,proceed,active
2022-05-10,1.2338824272155762,0.014530220464783276,0.01126023109838118,47.65238253610454,5.468095104774972,27.338379680541053,Bear,Volatile,Bear Volatile,proceed,active
2022-05-11,1.2309207916259766,0.014321141645094166,0.011330790185574799,48.57865548752149,6.314746805444197,25.756251136463536,Bear,Volatile,Bear Volatile,proceed,active
2022-05-12,1.2234212160110474,0.014282743963609517,0.011402059142601874,49.87844723890689,5.8794573962474646,29.513098510018114,Bear,Volatile,Bear Volatile,proceed,active
2022-05-13,1.220613718032837,0.013890985280923543,0.011453435582955751,51.135609389953785,5.613466874815452,28.90833803579453,Bear,Volatile,Bear Volatile,proceed,active
2022-05-16,1.2258507013320923,0.01354956961802659,0.011478868362415472,51.380308640200354,8.09039832352772,27.519845506595843,Bear,Volatile,Bear Volatile,proceed,active
2022-05-17,1.2324832677841187,0.014293299106413571,0.011518317552011093,48.92958062626943,17.160080943510113,24.224472387410646,Bear,Volatile,Bear Volatile,proceed,active
2022-05-18,1.2484394311904907,0.014528006161927315,0.011568196500398675,46.62680875517839,15.799839865975262,22.130748872695072,Bear,Volatile,Bear Volatile,proceed,active
2022-05-19,1.2345831394195557,0.014790617851546032,0.011626889315797709,44.7550771885651,14.41078706614333,21.80748862017178,Bear,Volatile,Bear Volatile,proceed,active
2022-05-20,1.2462146282196045,0.014826425808220968,0.011684205510658853,43.01704073385277,13.349127012906472,20.200904647819065,Bear,Volatile,Bear Volatile,proceed,active
2022-05-23,1.2504063844680786,0.014760093722183665,0.01174403290803637,40.227525731794216,17.405481583220823,18.84228154810808,Bear,Volatile,Bear Volatile,proceed,active
2022-05-24,1.256754994392395,0.014592394859642435,0.011804847625834801,37.907591434022784,16.347972669271105,19.094189295456193,Bear,Volatile,Bear Volatile,proceed,active
2022-05-25,1.2542959451675415,0.014145165199584793,0.011858569298703027,35.75336672894931,15.660216743029618,18.29090058740673,Bear,Volatile,Bear Volatile,proceed,active
2022-05-26,1.258610486984253,0.013693393957693761,0.011896111119981408,33.35397782567859,18.320126575411205,17.544755764016035,Bull,Volatile,Bull Volatile,proceed,active
2022-05-27,1.261734127998352,0.01328772036781141,0.011932469332469744,31.586889458021233,19.95427198258152,16.788939588766276,Bull,Volatile,Bull Volatile,proceed,active
2022-05-30,1.262833595275879,0.012645518830243303,0.011960724763592945,29.946021688053687,19.469958757121475,16.381452636028182,Bull,Volatile,Bull Volatile,proceed,active
2022-05-31,1.2647020816802979,0.012356280475904985,0.011977598230240692,27.855649640683623,18.50245015870707,18.756111297984454,Bear,Volatile,Bear Volatile,proceed,active
2022-06-01,1.2608909606933594,0.01280863721247626,0.012001302177180373,26.950804795357712,16.574078536555948,22.510116421078322,Bear,Volatile,Bear Volatile,proceed,active
2022-06-02,1.2483147382736206,0.012883214232459994,0.012027591747052884,26.11059172469794,15.301126492300384,20.781254170821562,Bear,Volatile,Bear Volatile,proceed,active
2022-06-03,1.2579249143600464,0.01272634984501482,0.012058144471907643,25.061532927390193,15.529118268273825,19.53473129098835,Bear,Volatile,Bear Volatile,proceed,active
2022-06-06,1.249230146408081,0.012527131025867557,0.012082554386075932,24.24332069936788,14.649214965966229,19.263580404082525,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-06-07,1.2523481845855713,0.012775544524434041,0.01211037091685305,23.952946427769895,13.338342612319805,20.0819077705549,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-06-08,1.2587324380874634,0.012397591173872834,0.012134172632260416,23.68331317557176,12.763191759060321,19.2159736192875,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-06-09,1.254028558731079,0.012185990150693719,0.012158740495040501,23.66680918212917,12.05732865654947,19.445438704376667,Sideways,Volatile,Sideways Volatile,stay_out,disabled
2022-06-10,1.2492972612380981,0.012920647246994264,0.012205445265991937,25.085367352834535,10.559490617542972,26.836858903036692,Bear,Volatile,Bear Volatile,proceed,active
2022-06-13,1.2274909019470215,0.014606971257048698,0.012293595632691104,27.33139126374747,8.673260296116416,31.231045476938117,Bear,Volatile,Bear Volatile,proceed,active
2022-06-14,1.2144765853881836,0.015580364868082609,0.012406297502782087,29.88686700006331,7.55057885815302,33.382899474788445,Bear,Volatile,Bear Volatile,proceed,active
2022-06-15,1.201258897781372,0.01555771873575549,0.012523050003978454,32.26117962627942,7.021457517802176,31.06334131551692,Bear,Volatile,Bear Volatile,proceed,active
2022-06-16,1.2174336910247803,0.016820225119851394,0.0126715563605603,31.88103252682844,15.355607769413567,26.679494514017513,Bear,Volatile,Bear Volatile,proceed,active
2022-06-17,1.2354830503463745,0.016877443237206108,0.012821212051275893,31.475706890859907,14.436259957826305,24.68982783509539,Bear,Volatile,Bear Volatile,proceed,active
2022-06-20,1.2228227853775024,0.016773371353057877,0.012970856988254462,31.099333086031983,13.488271666163913,23.068516790599976,Bear,Volatile,Bear Volatile,proceed,active
2022-06-21,1.225174903869629,0.01622518541600038,0.013114716079242354,30.30432791959696,14.772449979398925,22.144489983755708,Bear,Volatile,Bear Volatile,proceed,active
2022-06-22,1.2266627550125122,0.016109861325944094,0.013255289272417285,30.102540709735745,13.815471496856146,24.28529925374723,Bear,Volatile,Bear Volatile,proceed,active
2022-06-23,1.225084900856018,0.0158367331604461,0.013382663498843395,29.915166872007475,13.049901409843606,22.939554472829133,Bear,Volatile,Bear Volatile,proceed,active
2022-06-24,1.2260762453079224,0.0152290284998637,0.013501770114389267,29.47735021793757,13.638272796861957,22.151018268061154,Bear,Volatile,Bear Volatile,proceed,active
2022-06-27,1.228244662284851,0.014791289005793845,0.013616504995690478,28.899817346057787,13.713643954465116,21.177524288843113,Bear,Volatile,Bear Volatile,proceed,active
2022-06-28,1.2267379760742188,0.01447306555250786,0.013727202888944816,28.76787078856717,13.014086230546564,22.666637367470727,Bear,Volatile,Bear Volatile,proceed,active
2022-06-29,1.2189769744873047,0.014586051491480165,0.01384310272449879,29.205474328846595,11.990900063467295,24.84428890433235,Bear,Volatile,Bear Volatile,proceed,active
2022-06-30,1.2131799459457397,0.014225514335189137,0.013953692822577106,29.693239902092365,11.416602095763357,24.279350213621914,Bear,Volatile,Bear Volatile,proceed,active
2022-07-01,1.2160863876342773,0.014505185600959144,0.014049719317752698,30.81772328534954,10.396732471720854,27.711668145981655,Bear,Volatile,Bear Volatile,proceed,active
2022-07-04,1.2102727890014648,0.014032024210333645,0.014103401748338025,31.817169948518117,10.13778429205061,26.59995800970969,Bear,Quiet,Bear Quiet,proceed,half
2022-07-05,1.211445689201355,0.014640807740270925,0.014154352405524174,33.60105651729364,9.022224939137843,32.73919720148486,Bear,Volatile,Bear Volatile,proceed,active
2022-07-06,1.19491446018219,0.015286777361584408,0.01420177255110563,35.34394707767055,8.0237624824681,30.186017090184812,Bear,Volatile,Bear Volatile,proceed,active
