time,open,high,low,close,volume
2026-04-02 11:35:00+00:00,4638.13,4643.75,4636.31,4639.58,2048
2026-04-02 11:40:00+00:00,4639.58,4641.58,4630.56,4630.62,1409
2026-04-02 11:45:00+00:00,4630.62,4634.46,4625.58,4627.54,1741
2026-04-02 11:50:00+00:00,4627.54,4629.42,4624.83,4627.12,1410
2026-04-02 11:55:00+00:00,4627.12,4628.73,4617.26,4620.8,1683
2026-04-02 12:00:00+00:00,4620.8,4624.64,4613.42,4618.59,1658
2026-04-02 12:05:00+00:00,4618.59,4621.26,4613.24,4616.91,1351
2026-04-02 12:10:00+00:00,4616.93,4625.32,4614.62,4623.79,1243
2026-04-02 12:15:00+00:00,4623.79,4631.85,4622.22,4625.59,1651
2026-04-02 12:20:00+00:00,4625.59,4631.65,4625.05,4626.7,1267
2026-04-02 12:25:00+00:00,4626.7,4629.7,4617.22,4621.04,1518
2026-04-02 12:30:00+00:00,4621.03,4625.42,4615.44,4622.12,1534
2026-04-02 12:35:00+00:00,4622.12,4624.75,4615.66,4622.46,1271
2026-04-02 12:40:00+00:00,4622.46,4624.81,4619.94,4621.53,1258
2026-04-02 12:45:00+00:00,4621.53,4623.07,4617.79,4620.43,1406
2026-04-02 12:50:00+00:00,4620.43,4627.03,4619.12,4625.61,1494
2026-04-02 12:55:00+00:00,4625.61,4628.39,4620.72,4621.83,1477
2026-04-02 13:00:00+00:00,4621.83,4628.18,4618.48,4626.48,1588
2026-04-02 13:05:00+00:00,4626.48,4634.98,4626.48,4630.89,1610
2026-04-02 13:10:00+00:00,4630.89,4632.63,4624.59,4625.18,1228
2026-04-02 13:15:00+00:00,4625.18,4626.92,4612.93,4614.96,1562
2026-04-02 13:20:00+00:00,4614.96,4617.36,4604.12,4615.95,1714
2026-04-02 13:25:00+00:00,4615.95,4620.83,4615.65,4618.62,1213
2026-04-02 13:30:00+00:00,4618.62,4620.1,4613.61,4614.46,1169
2026-04-02 13:35:00+00:00,4614.46,4618.74,4613.89,4614.38,1467
2026-04-02 13:40:00+00:00,4614.38,4631.4,4614.35,4624.58,1756
2026-04-02 13:45:00+00:00,4624.56,4629.67,4622.19,4628.67,1385
2026-04-02 13:50:00+00:00,4628.67,4628.76,4619.74,4620.72,1457
2026-04-02 13:55:00+00:00,4620.72,4625.93,4620.0,4620.53,1481
2026-04-02 14:00:00+00:00,4620.25,4626.97,4616.71,4626.52,1726
2026-04-02 14:05:00+00:00,4626.52,4627.56,4622.86,4625.71,1472
2026-04-02 14:10:00+00:00,4625.71,4629.88,4624.47,4627.55,1312
2026-04-02 14:15:00+00:00,4627.55,4628.65,4623.22,4624.55,1314
2026-04-02 14:20:00+00:00,4624.55,4628.66,4623.58,4625.43,1280
2026-04-02 14:25:00+00:00,4625.43,4630.64,4614.11,4614.83,1757
2026-04-02 14:30:00+00:00,4614.83,4617.13,4608.39,4613.54,2048
2026-04-02 14:35:00+00:00,4613.54,4617.6,4608.7,4608.7,1350
2026-04-02 14:40:00+00:00,4608.7,4608.73,4592.93,4600.05,2195
2026-04-02 14:45:00+00:00,4600.05,4604.88,4596.2,4604.18,1797
2026-04-02 14:50:00+00:00,4604.18,4612.1,4600.41,4601.53,1988
2026-04-02 14:55:00+00:00,4601.53,4603.63,4598.47,4600.09,1704
2026-04-02 15:00:00+00:00,4600.12,4607.39,4594.59,4607.05,2362
2026-04-02 15:05:00+00:00,4607.24,4610.55,4602.02,4603.43,2054
2026-04-02 15:10:00+00:00,4603.43,4612.83,4598.75,4612.59,1980
2026-04-02 15:15:00+00:00,4612.59,4616.57,4609.58,4613.76,2002
2026-04-02 15:20:00+00:00,4613.76,4629.05,4611.92,4628.26,2630
2026-04-02 15:25:00+00:00,4628.26,4630.27,4623.68,4626.25,1611
2026-04-02 15:30:00+00:00,4626.25,4626.78,4619.35,4622.06,1861
2026-04-02 15:35:00+00:00,4622.06,4624.62,4619.82,4621.44,2100
2026-04-02 15:40:00+00:00,4621.44,4622.15,4615.78,4618.19,1753
2026-04-02 15:45:00+00:00,4618.25,4624.44,4613.81,4619.44,1824
2026-04-02 15:50:00+00:00,4619.44,4626.43,4618.39,4620.02,1890
2026-04-02 15:55:00+00:00,4620.02,4621.43,4600.45,4601.74,2240
2026-04-02 16:00:00+00:00,4601.94,4602.94,4580.75,4595.03,3382
2026-04-02 16:05:00+00:00,4595.03,4614.02,4592.91,4600.29,2622
2026-04-02 16:10:00+00:00,4600.29,4601.62,4585.31,4587.53,2824
2026-04-02 16:15:00+00:00,4587.53,4594.83,4584.79,4591.08,2759
2026-04-02 16:20:00+00:00,4590.99,4597.54,4581.09,4583.14,2493
2026-04-02 16:25:00+00:00,4583.14,4600.31,4582.91,4597.56,2510
2026-04-02 16:30:00+00:00,4597.56,4607.58,4593.67,4600.07,3405
2026-04-02 16:35:00+00:00,4600.07,4601.45,4589.89,4589.93,3107
2026-04-02 16:40:00+00:00,4589.93,4602.5,4586.18,4602.18,3169
2026-04-02 16:45:00+00:00,4602.18,4637.05,4600.64,4634.31,3280
2026-04-02 16:50:00+00:00,4634.31,4643.82,4629.45,4635.62,2993
2026-04-02 16:55:00+00:00,4635.62,4651.46,4632.47,4646.45,2766
2026-04-02 17:00:00+00:00,4646.45,4650.32,4631.52,4642.38,3326
2026-04-02 17:05:00+00:00,4641.99,4651.32,4637.37,4647.98,3070
2026-04-02 17:10:00+00:00,4647.98,4659.91,4646.41,4647.79,2963
2026-04-02 17:15:00+00:00,4647.79,4663.78,4645.86,4660.55,3205
2026-04-02 17:20:00+00:00,4660.55,4675.68,4658.93,4674.83,3269
2026-04-02 17:25:00+00:00,4674.83,4675.47,4660.42,4665.23,3110
2026-04-02 17:30:00+00:00,4665.23,4673.32,4659.04,4669.91,2951
